Algorithm;Cores;Tiles;N_train;N_test;N_regressor;Total_time;Assemble_time;Cholesky_time;Triangular_time;Predict_time;Error;5
left;128;1;100;1000;100;107411;16644;231;280;931;0.045627
left;128;1;100;1000;100;103449;21548;538;158;858;0.045627
left;128;1;100;1000;100;105346;22492;465;87;675;0.045627
left;128;1;100;1000;100;103842;21847;495;357;842;0.045627
left;128;1;100;1000;100;101811;21495;508;317;846;0.045627
left;128;1;200;1000;100;126468;42519;1360;551;1346;0.026335
left;128;1;200;1000;100;125192;42789;1311;696;1539;0.026335
left;128;1;200;1000;100;124183;42114;1391;550;1539;0.026335
left;128;1;200;1000;100;126628;47581;1370;333;1338;0.026335
left;128;1;200;1000;100;126817;45641;1217;271;1669;0.026335
left;128;1;300;1000;100;140330;68453;4735;594;2219;0.023191
left;128;1;300;1000;100;142313;69623;4726;611;2217;0.023191
left;128;1;300;1000;100;138503;67314;4816;1277;2443;0.023191
left;128;1;300;1000;100;142234;69365;4588;656;2210;0.023191
left;128;1;300;1000;100;142516;68818;4804;1133;2200;0.023191
left;128;1;400;1000;100;155417;96992;10832;1317;2934;0.023440
left;128;1;400;1000;100;178491;90152;11183;1237;3126;0.023440
left;128;1;400;1000;100;152047;92022;10649;1042;3339;0.023440
left;128;1;400;1000;100;164430;98029;10898;1072;3573;0.023440
left;128;1;400;1000;100;152335;95388;10865;1545;3585;0.023440
left;128;1;500;1000;100;172549;123741;20251;3311;3371;0.021503
left;128;1;500;1000;100;161621;122412;20176;2501;3954;0.021503
left;128;1;500;1000;100;171238;126567;20304;1221;4219;0.021503
left;128;1;500;1000;100;170140;125795;20067;1186;4260;0.021503
left;128;1;500;1000;100;170254;122867;20224;1215;4298;0.021503
left;128;1;600;1000;100;191804;158280;34499;3908;4086;0.020539
left;128;1;600;1000;100;184996;154411;34542;5687;5174;0.020539
left;128;1;600;1000;100;186639;154332;33911;3939;4686;0.020539
left;128;1;600;1000;100;183409;156361;34170;1646;4899;0.020539
left;128;1;600;1000;100;188920;154889;34944;3741;3141;0.020539
left;128;1;700;1000;100;223361;183787;54312;4589;4936;0.020361
left;128;1;700;1000;100;226356;189054;54724;5217;5314;0.020361
left;128;1;700;1000;100;223747;189462;54845;4971;4753;0.020361
left;128;1;700;1000;100;223238;186766;54745;4845;5442;0.020361
left;128;1;700;1000;100;219946;186561;53870;2220;5370;0.020361
left;128;1;800;1000;100;271378;226951;81465;3004;5445;0.020381
left;128;1;800;1000;100;276735;226274;80103;2929;5222;0.020381
left;128;1;800;1000;100;271230;223016;82072;2997;5999;0.020381
left;128;1;800;1000;100;270245;224225;80866;6250;5349;0.020381
left;128;1;800;1000;100;270420;225574;81480;5569;5411;0.020381
left;128;1;900;1000;100;337796;265936;115542;3399;5686;0.022882
left;128;1;900;1000;100;331983;266530;116074;8406;2824;0.022882
left;128;1;900;1000;100;330717;259945;114663;3767;3156;0.022882
left;128;1;900;1000;100;338893;266915;115261;7515;2974;0.022882
left;128;1;900;1000;100;333005;269938;115835;8190;3012;0.022882
left;128;1;1000;1000;100;428760;310284;160018;17711;7760;0.022069
left;128;1;1000;1000;100;435928;311541;160182;17548;8154;0.022069
left;128;1;1000;1000;100;436442;311789;160186;16521;6604;0.022069
left;128;1;1000;1000;100;418065;308338;160244;15361;9513;0.022069
left;128;1;1000;1000;100;423871;315151;161166;17165;7795;0.022069
left;128;1;2000;1000;100;2039026;891169;1292904;55611;18461;0.019207
left;128;1;2000;1000;100;2069584;892544;1310504;56043;19445;0.019207
left;128;1;2000;1000;100;2063861;890625;1310973;52124;19285;0.019207
left;128;1;2000;1000;100;2053312;902773;1293071;54938;18110;0.019207
left;128;1;2000;1000;100;2150357;883716;1305894;55665;17583;0.019207
left;128;1;3000;1000;100;6354865;1810537;4757922;113414;28253;0.019203
left;128;1;3000;1000;100;6377201;1820607;4779067;115067;28823;0.019203
left;128;1;3000;1000;100;6394318;1807294;4788260;112600;28497;0.019203
left;128;1;3000;1000;100;6410692;1809413;4788291;115716;26817;0.019203
left;128;1;3000;1000;100;6366162;1807972;4777274;112291;28087;0.019203
left;128;1;4000;1000;100;14316339;3040688;11548062;205270;36809;0.019113
left;128;1;4000;1000;100;14464444;3033172;11688585;208995;37397;0.019113
left;128;1;4000;1000;100;14323523;3014553;11527398;246856;36308;0.019113
left;128;1;4000;1000;100;14304412;3023813;11533303;201692;34774;0.019113
left;128;1;4000;1000;100;14293486;3043457;11513094;204949;34618;0.019113
left;128;1;5000;1000;100;26545327;4516254;22295891;332467;46282;0.019278
left;128;1;5000;1000;100;26654362;4545609;22358720;326257;46137;0.019278
left;128;1;5000;1000;100;26707606;4583275;22405397;321363;45147;0.019278
left;128;1;5000;1000;100;26649972;4609518;22315071;323835;43874;0.019278
left;128;1;5000;1000;100;26542358;4527994;22292441;329182;43103;0.019278
left;128;1;6000;1000;100;44092535;6376125;37972766;494204;55464;0.019313
left;128;1;6000;1000;100;44660799;6361260;38551763;475704;51165;0.019313
left;128;1;6000;1000;100;44171482;6386402;38011763;515230;58456;0.019313
left;128;1;6000;1000;100;44198379;6402121;38046318;496682;55091;0.019313
left;128;1;6000;1000;100;44317615;6550211;38023451;481031;53436;0.019313
left;128;1;7000;1000;100;68246313;8591320;59904782;664492;57126;0.019656
left;128;1;7000;1000;100;68900335;8773745;60467124;657701;57974;0.019656
left;128;1;7000;1000;100;68888666;8589259;60521306;666867;61641;0.019656
left;128;1;7000;1000;100;68555065;8631484;60135302;674453;58817;0.019656
left;128;1;7000;1000;100;68375701;8591409;60033479;662375;61083;0.019656
left;128;1;8000;1000;100;100009616;11102772;89037032;893018;65074;0.019567
left;128;1;8000;1000;100;99747076;11095827;88793522;879792;70216;0.019567
left;128;1;8000;1000;100;100138771;11051688;89256860;852743;67869;0.019567
left;128;1;8000;1000;100;100682870;11023324;89808221;863593;72074;0.019567
left;128;1;8000;1000;100;99855115;11145912;88908682;872682;66542;0.019567
left;128;1;9000;1000;100;140560527;13926440;126689012;1141825;74324;0.019566
left;128;1;9000;1000;100;141005977;13845382;127190147;1147034;75430;0.019566
left;128;1;9000;1000;100;141130052;13847851;127338236;1133167;75301;0.019566
left;128;1;9000;1000;100;141257536;13862785;127398351;1187914;74755;0.019566
left;128;1;9000;1000;100;140737642;13872184;126880498;1171095;77537;0.019566
left;128;1;10000;1000;100;192403726;17908831;174741878;1390064;80430;0.019521
left;128;1;10000;1000;100;190810777;16902197;173859412;1397420;85975;0.019521
left;128;1;10000;1000;100;191532044;17068766;174345089;1429772;85529;0.019521
left;128;1;10000;1000;100;191294510;17247006;173969136;1392098;82814;0.019521
left;128;1;10000;1000;100;192039025;17045606;174935503;1396154;79821;0.019521
