Algorithm;Cores;Tiles;N_train;N_test;N_regressor;Total_time;Assemble_time;Cholesky_time;Triangular_time;Predict_time;Error;5
right;128;1;20000;5000;100;1445287788;105170760;1355755455;5851461;774301;0.004916
right;128;1;20000;5000;100;1453495357;105848657;1363180266;5894478;800467;0.004916
right;128;1;20000;5000;100;1459045169;111920055;1366803856;5750666;752259;0.004916
right;128;1;20000;5000;100;1453448846;111589869;1360932140;5822670;773399;0.004916
right;128;1;20000;5000;100;1455005454;106681548;1364324871;5749133;776176;0.004916
right;128;2;20000;5000;100;5240021556;79196909;5215756297;5585645;1128865;0.004916
right;128;2;20000;5000;100;5239052213;82567153;5212895112;5620620;3169870;0.004916
right;128;2;20000;5000;100;5219619938;82311202;5199597463;5586109;1101415;0.004916
right;128;2;20000;5000;100;5240075757;79617491;5215630886;5606924;1143489;0.004916
right;128;2;20000;5000;100;5234417261;83427567;5209637918;5588317;1056725;0.004916
right;128;4;20000;5000;100;1232342552;70153403;2853206087;5637860;2094273;0.004916
right;128;4;20000;5000;100;1253190780;68306287;2878612898;5575838;4282753;0.004916
right;128;4;20000;5000;100;1241444093;69320705;2865423495;5959176;3152750;0.004916
right;128;4;20000;5000;100;1245381200;67055555;2870375512;5417895;2154613;0.004916
right;128;4;20000;5000;100;1256507833;67955982;2874890599;5695114;3245878;0.004916
right;128;8;20000;5000;100;220738289;71274065;1881524099;11701123;3981544;0.004916
right;128;8;20000;5000;100;220870272;70062156;1900425965;12561963;4411240;0.004916
right;128;8;20000;5000;100;216913789;71658916;1873119851;12374560;4192177;0.004916
right;128;8;20000;5000;100;219096783;70703539;1896046771;14727214;4229502;0.004916
right;128;8;20000;5000;100;225036011;70899521;1888124749;12533459;3945697;0.004916
right;128;25;20000;5000;100;29658696;85124695;2078180581;4385411;19493024;0.004916
right;128;25;20000;5000;100;31089097;84481228;2129866840;6979341;20226535;0.004916
right;128;25;20000;5000;100;30878132;85434988;2129279831;5939479;18992801;0.004916
right;128;25;20000;5000;100;29052057;86853283;2057054111;4823710;20961243;0.004916
right;128;25;20000;5000;100;30376241;83972846;2122610564;5739635;20783232;0.004916
right;128;50;20000;5000;100;14808437;97426569;1428892400;3911984;20434034;0.004916
right;128;50;20000;5000;100;14584528;96169616;1428491703;4123032;19308170;0.004916
right;128;50;20000;5000;100;14724887;95393286;1432531857;3934605;20285350;0.004916
right;128;50;20000;5000;100;14763306;96201999;1437133723;4183563;20479470;0.004916
right;128;50;20000;5000;100;14719880;102540164;1433207549;4057763;22079534;0.004916
right;128;100;20000;5000;100;12174361;147358317;1281684433;3688185;17167818;0.004916
right;128;100;20000;5000;100;12406168;157456894;1292722360;3849934;18676855;0.004916
right;128;100;20000;5000;100;12500974;163058062;1298675758;3914044;17083227;0.004916
right;128;100;20000;5000;100;12804915;188386973;1306643958;3978693;17830261;0.004916
right;128;100;20000;5000;100;12821530;192307920;1304749133;3991224;18229455;0.004916
right;128;200;20000;5000;100;12521432;198590744;1192157314;9013286;10661673;0.004916
right;128;200;20000;5000;100;12533510;213245913;1190982393;8494406;9219812;0.004916
right;128;200;20000;5000;100;12903506;224942258;1196241226;8598818;11039604;0.004916
right;128;200;20000;5000;100;13009964;238043928;1191028033;11229333;11466735;0.004916
right;128;200;20000;5000;100;13010783;234635477;1198662059;8601111;10301528;0.004916
