Algorithm;Cores;Tiles;N_train;N_test;N_regressor;Total_time;Assemble_time;Cholesky_time;Triangular_time;Predict_time;Error;5
right;1;100;20000;5000;100;1125672841;64870142;1058298793;864669;806987;0.004916
right;1;100;20000;5000;100;1125664835;64955819;1058286134;862950;738776;0.004916
right;1;100;20000;5000;100;1125890900;65130321;1058328164;864301;734071;0.004916
right;1;100;20000;5000;100;1125027823;64921216;1057660129;864647;738339;0.004916
right;1;100;20000;5000;100;1125690957;64741681;1058512762;868252;731822;0.004916
right;2;100;20000;5000;100;563622248;65992363;1058540722;872959;784531;0.004916
right;2;100;20000;5000;100;564149100;65938205;1059654056;877001;737943;0.004916
right;2;100;20000;5000;100;565334811;68973241;1058984431;851339;781050;0.004916
right;2;100;20000;5000;100;563914901;66283931;1058837444;860086;788849;0.004916
right;2;100;20000;5000;100;564659314;66854561;1059737878;862430;784891;0.004916
right;4;100;20000;5000;100;282719674;66721763;1060999301;845196;909881;0.004916
right;4;100;20000;5000;100;282789354;66928247;1061016747;846331;916107;0.004916
right;4;100;20000;5000;100;282898653;66382013;1061993294;854248;905788;0.004916
right;4;100;20000;5000;100;282665123;66422824;1061107899;852957;905690;0.004916
right;4;100;20000;5000;100;282887575;66430367;1061901055;849764;915002;0.004916
right;8;100;20000;5000;100;144655197;69115045;1083617434;1032363;1386302;0.004916
right;8;100;20000;5000;100;144624973;68843303;1083722882;1000098;1380754;0.004916
right;8;100;20000;5000;100;143653132;69119438;1075593683;1029141;1416778;0.004916
right;8;100;20000;5000;100;143517291;69065363;1074587572;1041978;1401629;0.004916
right;8;100;20000;5000;100;143721285;69113664;1076092417;1037710;1402334;0.004916
right;16;200;20000;5000;100;62561008;86720085;903332856;1248478;1146282;0.004916
right;16;200;20000;5000;100;62315286;86906314;899216994;1233623;1117628;0.004916
right;16;200;20000;5000;100;62219261;86420973;897828818;1265439;1139069;0.004916
right;16;200;20000;5000;100;62142529;86544435;896851326;1219032;1200322;0.004916
right;16;200;20000;5000;100;62107043;85908053;896787203;1223226;1220923;0.004916
right;32;200;20000;5000;100;32332673;93087994;925057933;1791873;1930399;0.004916
right;32;200;20000;5000;100;32397281;93328404;926953129;1458256;1784401;0.004916
right;32;200;20000;5000;100;32428482;94049412;926590148;1436975;1902298;0.004916
right;32;200;20000;5000;100;32421196;93860168;926626306;1370046;1994868;0.004916
right;32;200;20000;5000;100;32410382;94249428;926445934;1459852;1878388;0.004916
right;64;200;20000;5000;100;19724785;149807553;1082834512;1848107;3450048;0.004916
right;64;200;20000;5000;100;19753092;148487503;1085787024;1672238;4066953;0.004916
right;64;200;20000;5000;100;19699268;144297278;1086467276;1665101;3865087;0.004916
right;64;200;20000;5000;100;19692634;142258962;1087631859;1665879;3924479;0.004916
right;64;200;20000;5000;100;19678450;142106230;1086988496;1673190;3891459;0.004916
right;128;200;20000;5000;100;12568038;174878350;1205327844;8219533;8287787;0.004916
right;128;200;20000;5000;100;12822072;190552069;1215844570;9374216;9216203;0.004916
right;128;200;20000;5000;100;13127622;213555755;1224979317;10079277;10829155;0.004916
right;128;200;20000;5000;100;13272732;232377284;1231363087;7993886;10725641;0.004916
right;128;200;20000;5000;100;13217616;241397627;1226106832;8070506;10517253;0.004916
